quotation_id,rep_id,customer_tier,n_lines_raw,blended_overage_pct,worst_line_overage_pct,n_lines,n_flagged_lines,flagged_value_share,log_total_value,thin_margin_value_share,tier_ordinal,avg_discount_pct,max_discount_pct,seniority,is_quarter_end,discount_vs_rep_baseline,latent_risk,risk_label
Q-03083,REP-06,Bronze,4,2.06637,3.59,4.0,2.0,0.971267,10.115004,0.534197,0.0,6.995079,8.59,2.0,0.0,0.873617,1.968,1
Q-03084,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,7.981392,0.923077,1.0,8.287692,8.71,0.0,0.0,2.711845,0.3121,0
Q-03085,REP-06,Bronze,3,0.579091,5.4,3.0,2.0,0.116162,9.382696,0.883838,0.0,4.209141,10.4,2.0,1.0,-1.91232,1.2723,0
Q-03086,REP-01,Bronze,3,3.532765,8.82,3.0,2.0,0.99608,11.593823,0.664053,0.0,8.515518,13.82,0.0,0.0,2.939671,3.9765,2
Q-03087,REP-05,Silver,4,0.0,0.0,4.0,0.0,0.0,9.954703,0.726841,1.0,5.974204,7.34,2.0,1.0,2.161426,0.2052,0
Q-03088,REP-01,Bronze,1,0.0,0.0,1.0,0.0,0.0,5.420535,0.0,0.0,0.37,0.37,0.0,0.0,-5.205847,0.0019,1
Q-03089,REP-06,Silver,4,0.0,0.0,4.0,0.0,0.0,10.989791,0.404961,1.0,6.213817,6.94,2.0,0.0,0.092355,0.0,0
Q-03090,REP-04,Bronze,2,0.0,0.0,2.0,0.0,0.0,10.03456,0.131579,0.0,4.255789,4.39,0.0,0.0,-1.538206,0.2624,0
Q-03091,REP-08,Gold,4,0.004215,1.09,4.0,1.0,0.003867,11.035954,0.994119,2.0,5.11988,16.09,0.0,0.0,-4.568516,0.7456,0
Q-03092,REP-04,Silver,6,0.346157,0.46,6.0,1.0,0.752516,11.628849,0.089055,1.0,8.736856,10.46,0.0,0.0,2.94286,0.9607,1
Q-03093,REP-04,Gold,1,0.0,0.0,1.0,0.0,0.0,9.878221,0.0,2.0,5.46,5.46,0.0,0.0,-0.333996,0.0,0
Q-03094,REP-02,Gold,3,0.0,0.0,3.0,0.0,0.0,10.384091,0.0,2.0,12.24616,13.67,0.0,0.0,6.05618,0.0,0
Q-03095,REP-02,Bronze,5,1.449367,3.53,5.0,3.0,0.600342,11.024611,0.391102,0.0,5.418898,8.53,0.0,0.0,-0.771082,1.7235,1
Q-03096,REP-01,Bronze,2,2.766204,4.81,2.0,2.0,1.0,12.090106,0.0,0.0,7.766204,9.81,0.0,0.0,2.190357,3.1751,2
Q-03097,REP-07,Silver,5,0.0,0.0,5.0,0.0,0.0,12.004727,0.1963,1.0,7.889153,8.41,1.0,0.0,-1.25689,0.9507,1
Q-03098,REP-05,Gold,3,0.0,0.0,3.0,0.0,0.0,9.848028,0.739958,2.0,0.20778,1.26,2.0,0.0,-3.604998,0.0,0
Q-03099,REP-02,Silver,4,0.0,0.0,4.0,0.0,0.0,11.282266,1.0,1.0,5.176348,5.84,0.0,0.0,-1.013632,0.9917,0
Q-03100,REP-08,Gold,2,1.598425,2.03,2.0,1.0,0.787402,10.142544,1.0,2.0,10.767165,12.03,0.0,1.0,1.078769,2.3376,2
Q-03101,REP-01,Silver,2,3.95,4.74,2.0,1.0,0.833333,10.268165,0.166667,1.0,12.633333,14.74,0.0,0.0,7.057486,2.2921,2
Q-03102,REP-08,Silver,2,0.0,0.0,2.0,0.0,0.0,11.492733,1.0,1.0,8.54,9.06,0.0,0.0,-1.148396,1.1467,1
Q-03103,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,10.783654,0.995334,1.0,9.220762,9.23,1.0,0.0,0.074719,0.4293,0
Q-03104,REP-06,Silver,3,0.0,0.0,3.0,0.0,0.0,10.098273,0.777778,1.0,2.572222,5.65,2.0,0.0,-3.549239,0.0,0
Q-03105,REP-03,Silver,5,0.0,0.0,5.0,0.0,0.0,12.477248,0.298894,1.0,5.230743,6.86,2.0,0.0,0.951907,1.5302,1
Q-03106,REP-05,Silver,5,0.0,0.0,5.0,0.0,0.0,11.906999,0.060688,1.0,2.177195,6.34,2.0,0.0,-1.635583,0.4492,0
Q-03107,REP-07,Bronze,2,5.174371,5.2,2.0,2.0,1.0,9.622516,0.993377,0.0,10.174371,10.2,1.0,0.0,1.028328,5.287,2
Q-03108,REP-03,Gold,3,0.0,0.0,3.0,0.0,0.0,11.049317,0.370429,2.0,2.34399,6.73,2.0,0.0,-1.934846,0.0,0
Q-03109,REP-08,Gold,2,0.0,0.0,2.0,0.0,0.0,8.748464,0.904762,2.0,8.190952,12.38,0.0,0.0,-1.497444,0.1101,0
Q-03110,REP-06,Gold,3,0.00439,0.13,3.0,1.0,0.033771,9.967448,0.966229,2.0,5.8497,15.13,2.0,0.0,-0.271762,0.0,0
Q-03111,REP-05,Gold,4,0.0,0.0,4.0,0.0,0.0,10.877122,0.113314,2.0,5.60272,7.71,2.0,1.0,1.789942,0.0,0
Q-03112,REP-07,Gold,2,0.0,0.0,2.0,0.0,0.0,10.766399,0.0,2.0,9.320633,9.52,1.0,0.0,0.17459,0.0,0
Q-03113,REP-05,Silver,6,0.0,0.0,6.0,0.0,0.0,12.434407,0.411858,1.0,1.857803,8.61,2.0,0.0,-1.954974,1.5007,1
Q-03114,REP-04,Silver,2,0.0316,7.99,2.0,1.0,0.003955,11.13124,0.996045,1.0,9.722826,17.99,0.0,1.0,3.92883,2.2389,1
Q-03115,REP-06,Bronze,2,0.004073,2.35,2.0,1.0,0.001733,9.576787,0.0,0.0,2.198943,7.35,2.0,0.0,-3.922519,0.0,0
Q-03116,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,9.898525,1.0,1.0,3.949849,4.82,0.0,0.0,-1.625998,0.4958,0
Q-03117,REP-05,Bronze,1,0.0,0.0,1.0,0.0,0.0,8.699681,1.0,0.0,2.25,2.25,2.0,0.0,-1.562778,0.0,0
Q-03118,REP-04,Silver,2,0.0,0.0,2.0,0.0,0.0,8.699681,0.8,1.0,2.258,6.01,0.0,0.0,-3.535996,0.27,0
Q-03119,REP-02,Silver,3,0.0,0.0,3.0,0.0,0.0,10.845466,0.333333,1.0,6.195439,9.68,0.0,0.0,0.005459,0.3908,0
Q-03120,REP-02,Silver,5,0.0,0.0,5.0,0.0,0.0,11.461643,0.532632,1.0,7.925653,8.23,0.0,1.0,1.735673,1.3146,1
Q-03121,REP-04,Bronze,4,2.114696,9.33,4.0,4.0,1.0,9.344522,0.865763,0.0,7.114696,14.33,0.0,1.0,1.3207,3.44,2
Q-03122,REP-08,Silver,2,0.0,0.0,2.0,0.0,0.0,9.498222,0.989876,1.0,6.059663,8.96,0.0,0.0,-3.628734,0.4356,0
Q-03123,REP-06,Silver,3,0.0,0.0,3.0,0.0,0.0,9.865578,0.0,1.0,1.966126,4.65,2.0,0.0,-4.155336,0.0,0
Q-03124,REP-04,Bronze,2,2.323828,4.14,2.0,2.0,1.0,9.457279,0.492188,0.0,7.323828,9.14,0.0,1.0,1.529832,2.3518,2
Q-03125,REP-08,Silver,4,0.031595,6.08,4.0,1.0,0.005196,11.251249,0.935369,1.0,5.413709,16.08,0.0,0.0,-4.274687,1.618,1
Q-03126,REP-08,Bronze,4,6.340391,9.2,4.0,3.0,0.997554,11.899283,0.0,0.0,11.340342,14.2,0.0,1.0,1.651946,5.3513,2
Q-03127,REP-08,Gold,5,0.0,0.0,5.0,0.0,0.0,12.342965,0.032703,2.0,9.245546,10.44,0.0,0.0,-0.44285,1.4892,1
Q-03128,REP-08,Silver,3,0.059124,0.9,3.0,1.0,0.065693,10.911464,0.583942,1.0,6.40365,10.9,0.0,0.0,-3.284747,0.6817,1
Q-03129,REP-08,Bronze,1,7.08,7.08,1.0,1.0,1.0,11.238502,1.0,0.0,12.08,12.08,0.0,0.0,2.391604,7.9093,2
Q-03130,REP-08,Gold,4,0.0,0.0,4.0,0.0,0.0,11.651391,0.883761,2.0,9.146478,14.94,0.0,0.0,-0.541918,1.0032,0
Q-03131,REP-01,Bronze,3,0.0,0.0,3.0,0.0,0.0,9.102867,0.534521,0.0,2.488196,4.9,0.0,0.0,-3.087651,0.3688,0
Q-03132,REP-08,Silver,2,0.0,0.0,2.0,0.0,0.0,10.63828,1.0,1.0,2.73705,3.25,0.0,0.0,-6.951346,0.6775,0
Q-03133,REP-08,Bronze,3,2.161191,5.72,3.0,3.0,1.0,10.552709,0.31348,0.0,7.161191,10.72,0.0,0.0,-2.527205,2.7814,2
Q-03134,REP-02,Bronze,6,2.328029,4.5,6.0,3.0,0.52288,12.007018,0.424039,0.0,6.022538,9.5,0.0,0.0,-0.167442,3.0733,2
Q-03135,REP-03,Bronze,3,3.963953,4.87,3.0,1.0,0.813953,12.029938,0.010733,0.0,8.855367,9.87,2.0,0.0,4.576531,3.004,2
Q-03136,REP-02,Gold,4,0.0,0.0,4.0,0.0,0.0,11.108725,0.87191,2.0,3.906315,5.62,0.0,0.0,-2.283665,0.5958,0
Q-03137,REP-08,Silver,1,0.0,0.0,1.0,0.0,0.0,9.200391,1.0,1.0,8.92,8.92,0.0,0.0,-0.768396,0.4125,0
Q-03138,REP-07,Gold,4,0.0,0.0,4.0,0.0,0.0,11.486951,0.067737,2.0,6.388224,11.47,1.0,0.0,-2.757819,0.1092,0
Q-03139,REP-01,Bronze,3,0.9972,2.77,3.0,1.0,0.36,8.922792,0.36,0.0,5.498,7.77,0.0,0.0,-0.077847,1.4028,1
Q-03140,REP-08,Silver,2,0.083889,1.51,2.0,1.0,0.055556,9.692828,1.0,1.0,8.714444,11.51,0.0,1.0,-0.973952,1.1516,1
Q-03141,REP-08,Gold,5,1.166886,8.88,5.0,1.0,0.131406,10.729,0.243101,2.0,11.74293,18.88,0.0,0.0,2.054534,2.0312,1
Q-03142,REP-08,Silver,1,0.0,0.0,1.0,0.0,0.0,8.306719,0.0,1.0,7.04,7.04,0.0,0.0,-2.648396,0.0,0
Q-03143,REP-07,Gold,3,0.0,0.0,3.0,0.0,0.0,9.025335,0.902527,2.0,8.47769,9.16,1.0,0.0,-0.668353,0.0,0
Q-03144,REP-07,Gold,5,0.198502,4.24,5.0,1.0,0.046816,11.473363,0.358926,2.0,6.375293,16.24,1.0,0.0,-2.77075,0.8916,0
Q-03145,REP-01,Silver,3,0.0,0.0,3.0,0.0,0.0,10.524091,0.072581,1.0,4.376613,5.7,0.0,0.0,-1.199234,0.1299,0
Q-03146,REP-04,Bronze,2,0.022759,0.04,2.0,1.0,0.568966,10.457401,0.431034,0.0,2.867586,5.04,0.0,0.0,-2.92641,0.541,0
Q-03147,REP-02,Silver,3,0.0,0.0,3.0,0.0,0.0,11.598929,0.984584,1.0,3.264737,4.0,0.0,0.0,-2.925243,1.2297,1
Q-03148,REP-07,Silver,3,0.278689,1.7,3.0,1.0,0.163934,10.507831,0.606557,1.0,5.237705,11.7,1.0,0.0,-3.908338,0.5397,0
Q-03149,REP-07,Gold,3,0.0,0.0,3.0,0.0,0.0,10.111152,0.975015,2.0,11.730841,12.41,1.0,1.0,2.584798,0.4514,0
Q-03150,REP-03,Bronze,4,0.028101,9.42,4.0,1.0,0.002983,11.230907,0.647,0.0,2.907319,14.42,2.0,0.0,-1.371518,1.4324,1
Q-03151,REP-05,Silver,2,1.222535,4.34,2.0,1.0,0.28169,9.273409,0.28169,1.0,4.125634,14.34,2.0,0.0,0.312856,0.928,1
Q-03152,REP-07,Bronze,4,1.245506,6.45,4.0,3.0,0.29415,12.123647,0.293199,0.0,6.238447,11.45,1.0,0.0,-2.907596,3.1509,2
Q-03153,REP-08,Gold,2,0.0,0.0,2.0,0.0,0.0,10.950824,1.0,2.0,6.292632,9.4,0.0,0.0,-3.395765,0.585,0
Q-03154,REP-07,Gold,6,0.080287,8.16,6.0,1.0,0.009839,11.472583,0.847519,2.0,9.121341,23.16,1.0,1.0,-0.024702,1.9078,2
Q-03155,REP-07,Bronze,2,4.061754,8.16,2.0,2.0,1.0,8.543056,0.0,0.0,9.061754,13.16,1.0,1.0,-0.084288,2.7963,2
Q-03156,REP-07,Bronze,1,4.34,4.34,1.0,1.0,1.0,6.398595,0.0,0.0,9.34,9.34,1.0,1.0,0.193957,2.4552,2
Q-03157,REP-07,Gold,2,5.490798,8.95,2.0,1.0,0.613497,11.08523,0.613497,2.0,16.086012,18.95,1.0,0.0,6.939969,5.7375,2
Q-03158,REP-04,Bronze,4,1.856295,4.69,4.0,3.0,0.98063,10.117833,0.581114,0.0,6.849709,9.69,0.0,0.0,1.055714,2.5368,2
Q-03159,REP-02,Silver,4,0.0,0.0,4.0,0.0,0.0,11.652261,0.226185,1.0,5.484211,7.2,0.0,0.0,-0.705769,0.8623,0
Q-03160,REP-06,Bronze,3,1.024195,2.86,3.0,2.0,0.788136,9.845911,0.783898,0.0,5.439449,7.86,2.0,0.0,-0.682012,0.9038,1
Q-03161,REP-07,Silver,4,0.547182,0.57,4.0,1.0,0.959969,11.553789,0.977249,1.0,10.311102,10.57,1.0,0.0,1.165059,1.4079,1
Q-03162,REP-06,Bronze,6,0.216677,5.62,6.0,4.0,0.154472,11.656948,0.121223,0.0,4.804953,10.62,2.0,0.0,-1.316509,1.2063,0
Q-03163,REP-01,Bronze,3,0.018299,2.45,3.0,1.0,0.007469,11.699413,0.763485,0.0,4.136473,7.45,0.0,1.0,-1.439374,2.1513,2
Q-03164,REP-01,Gold,2,0.738438,1.39,2.0,1.0,0.53125,9.169623,1.0,2.0,10.900937,13.39,0.0,1.0,5.32509,1.4132,1
Q-03165,REP-01,Silver,1,0.0,0.0,1.0,0.0,0.0,6.43935,0.0,1.0,8.74,8.74,0.0,0.0,3.164153,0.0,0
Q-03166,REP-06,Silver,2,0.0,0.0,2.0,0.0,0.0,11.657034,0.380952,1.0,4.816667,6.15,2.0,0.0,-1.304795,0.352,0
Q-03167,REP-06,Gold,2,0.0,0.0,2.0,0.0,0.0,9.287394,0.0,2.0,7.9275,12.84,2.0,0.0,1.806038,0.0,0
Q-03168,REP-06,Silver,3,0.026828,0.25,3.0,1.0,0.107311,11.912379,0.171697,1.0,3.546633,10.25,2.0,0.0,-2.574828,0.567,1
Q-03169,REP-07,Silver,1,0.0,0.0,1.0,0.0,0.0,5.170484,0.0,1.0,7.26,7.26,1.0,0.0,-1.886043,0.0,0
Q-03170,REP-02,Gold,3,0.0,0.0,3.0,0.0,0.0,11.600029,0.967003,2.0,8.379606,9.86,0.0,0.0,2.189626,1.001,1
Q-03171,REP-03,Silver,4,0.210989,1.44,4.0,1.0,0.14652,10.907807,1.0,1.0,5.212015,11.44,2.0,0.0,0.933178,0.5206,0
Q-03172,REP-04,Silver,1,0.0,0.0,1.0,0.0,0.0,6.398595,0.0,1.0,7.41,7.41,0.0,0.0,1.616004,0.0,0
Q-03173,REP-07,Silver,3,0.0,0.0,3.0,0.0,0.0,10.404293,0.927273,1.0,7.874182,9.84,1.0,0.0,-1.271861,0.265,0
Q-03174,REP-01,Silver,3,0.0,0.0,3.0,0.0,0.0,11.162531,0.511073,1.0,5.418228,7.14,0.0,0.0,-0.157619,0.6481,0
Q-03175,REP-05,Bronze,1,0.0,0.0,1.0,0.0,0.0,10.308986,0.0,0.0,2.24,2.24,2.0,0.0,-1.572778,0.0,0
Q-03176,REP-04,Gold,2,0.0,0.0,2.0,0.0,0.0,6.338594,0.0,2.0,5.457965,12.11,0.0,1.0,-0.336031,0.0147,0
Q-03177,REP-06,Silver,3,0.0,0.0,3.0,0.0,0.0,11.332614,0.191617,1.0,0.217605,1.77,2.0,0.0,-5.903857,0.0,0
Q-03178,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,11.246365,1.0,1.0,1.021201,2.44,0.0,0.0,-4.554646,0.9683,0
Q-03179,REP-02,Bronze,5,3.329016,11.86,5.0,4.0,0.958549,10.050225,0.194301,0.0,8.279689,16.86,0.0,0.0,2.089709,3.1136,2
Q-03180,REP-04,Bronze,3,1.9573,2.03,3.0,1.0,0.964187,10.905056,0.0,0.0,6.894127,7.03,0.0,0.0,1.100131,1.4991,1
Q-03181,REP-08,Bronze,2,8.016957,10.57,2.0,2.0,1.0,7.453562,0.0,0.0,13.016957,15.57,0.0,1.0,3.32856,4.9942,2
Q-03182,REP-01,Bronze,5,2.208541,4.36,5.0,2.0,0.509513,11.022491,0.558504,0.0,6.700201,9.36,0.0,0.0,1.124354,3.1522,2
Q-03183,REP-05,Silver,1,0.0,0.0,1.0,0.0,0.0,8.314097,0.0,1.0,0.68,0.68,2.0,0.0,-3.132778,0.0,0
Q-03184,REP-02,Gold,3,0.0,0.0,3.0,0.0,0.0,10.118639,1.0,2.0,6.170242,6.89,0.0,1.0,-0.019738,0.7667,1
Q-03185,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,8.616314,0.869565,1.0,3.516087,7.49,1.0,0.0,-5.629956,0.0043,0
Q-03186,REP-08,Silver,3,0.068179,1.16,3.0,2.0,0.227986,9.939144,0.945718,1.0,9.960097,11.16,0.0,0.0,0.2717,0.6313,0
Q-03187,REP-03,Silver,3,0.084574,1.13,3.0,1.0,0.074844,9.864799,0.925156,1.0,5.739459,11.13,2.0,0.0,1.460623,0.009,0
Q-03188,REP-06,Gold,4,0.0,0.0,4.0,0.0,0.0,11.289794,0.0825,2.0,9.09745,9.46,2.0,1.0,2.975988,0.122,0
Q-03189,REP-03,Bronze,4,0.117202,3.59,4.0,1.0,0.032647,11.071719,0.032647,0.0,0.326141,8.59,2.0,0.0,-3.952696,0.4473,0
Q-03190,REP-02,Bronze,2,0.0,0.0,2.0,0.0,0.0,9.798183,1.0,0.0,3.5275,3.85,0.0,0.0,-2.66248,0.7,0
Q-03191,REP-07,Bronze,3,4.733846,5.83,3.0,2.0,0.895105,10.261197,0.874126,0.0,9.732797,10.83,1.0,0.0,0.586754,4.7286,2
Q-03192,REP-06,Bronze,3,9.44,11.61,3.0,3.0,1.0,9.987415,0.703448,0.0,14.44,16.61,2.0,0.0,8.318538,8.6402,2
Q-03193,REP-07,Bronze,2,2.704281,3.22,2.0,2.0,1.0,10.193205,0.0,0.0,7.704281,8.22,1.0,0.0,-1.441761,1.4127,1
Q-03194,REP-06,Silver,3,1.043324,6.95,3.0,2.0,0.200544,10.512601,0.195785,1.0,7.277886,16.95,2.0,1.0,1.156424,1.6711,1
Q-03195,REP-05,Bronze,1,0.0,0.0,1.0,0.0,0.0,10.645449,1.0,0.0,4.1,4.1,2.0,0.0,0.287222,0.3,0
Q-03196,REP-02,Silver,2,0.0,0.0,2.0,0.0,0.0,10.622327,0.877193,1.0,6.322982,6.84,0.0,0.0,0.133003,0.6045,0
Q-03197,REP-04,Silver,5,0.0,0.0,5.0,0.0,0.0,11.667156,0.805657,1.0,7.999387,9.38,0.0,1.0,2.205391,1.6454,1
Q-03198,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,5.583496,0.0,1.0,5.821698,5.9,0.0,1.0,0.245851,0.2322,0
Q-03199,REP-05,Silver,4,0.0,0.0,4.0,0.0,0.0,11.072884,0.380435,1.0,1.176149,4.41,2.0,0.0,-2.636629,0.0,0
Q-03200,REP-07,Silver,2,0.312948,5.21,2.0,1.0,0.060067,11.406464,0.0,1.0,7.427353,15.21,1.0,0.0,-1.71869,0.9337,0
Q-03201,REP-04,Silver,3,0.0,0.0,3.0,0.0,0.0,9.61086,0.924623,1.0,6.902563,9.23,0.0,1.0,1.108567,0.8629,0
Q-03202,REP-05,Gold,4,0.0,0.0,4.0,0.0,0.0,11.712522,0.999263,2.0,3.48615,8.49,2.0,1.0,-0.326627,0.977,0
Q-03203,REP-04,Bronze,2,0.01509,0.42,2.0,1.0,0.035928,10.821796,0.035928,0.0,4.263114,5.42,0.0,0.0,-1.530882,0.4961,0
Q-03204,REP-01,Gold,2,0.0,0.0,2.0,0.0,0.0,8.588769,0.0,2.0,3.354749,10.7,0.0,0.0,-2.221099,0.0,0
Q-03205,REP-05,Bronze,3,0.0,0.0,3.0,0.0,0.0,11.894788,0.201365,0.0,4.070171,4.78,2.0,0.0,0.257393,0.7316,0
Q-03206,REP-05,Gold,3,0.0,0.0,3.0,0.0,0.0,11.106475,0.540541,2.0,3.737477,6.11,2.0,0.0,-0.0753,0.0,0
Q-03207,REP-04,Silver,3,0.0,0.0,3.0,0.0,0.0,10.728671,0.328623,1.0,6.96957,9.56,0.0,0.0,1.175574,0.3411,0
Q-03208,REP-05,Bronze,4,0.001455,0.27,4.0,1.0,0.00539,12.074402,0.058178,0.0,2.880665,5.27,2.0,0.0,-0.932113,0.9234,1
Q-03209,REP-03,Silver,2,0.0,0.0,2.0,0.0,0.0,10.491302,0.166667,1.0,5.058333,6.07,2.0,0.0,0.779497,0.0,0
Q-03210,REP-05,Gold,5,0.370581,0.71,5.0,1.0,0.521945,11.342149,0.998814,2.0,6.412254,10.71,2.0,0.0,2.599476,0.6012,0
Q-03211,REP-03,Bronze,1,0.0,0.0,1.0,0.0,0.0,10.085851,1.0,0.0,0.42,0.42,2.0,1.0,-3.858836,0.6,0
Q-03212,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,8.757941,0.943396,1.0,9.940377,9.98,1.0,1.0,0.794334,0.5019,0
Q-03213,REP-03,Silver,1,0.0,0.0,1.0,0.0,0.0,7.878913,0.0,1.0,1.54,1.54,2.0,0.0,-2.738836,0.0,0
Q-03214,REP-01,Bronze,3,1.631606,8.51,3.0,2.0,0.89781,10.623788,0.868613,0.0,6.460949,13.51,0.0,1.0,0.885102,3.1073,2
Q-03215,REP-05,Bronze,4,0.0,0.0,4.0,0.0,0.0,11.765752,0.341708,0.0,0.20821,2.81,2.0,0.0,-3.604568,0.661,0
Q-03216,REP-04,Bronze,1,0.0,0.0,1.0,0.0,0.0,7.09091,0.0,0.0,4.72,4.72,0.0,0.0,-1.073996,0.01,0
Q-03217,REP-08,Silver,3,0.081656,1.37,3.0,1.0,0.059603,11.925042,0.0,1.0,9.419007,11.37,0.0,0.0,-0.26939,1.2233,0
Q-03218,REP-02,Silver,3,0.0,0.0,3.0,0.0,0.0,10.89907,0.360277,1.0,3.676494,3.96,0.0,0.0,-2.513486,0.4292,0
Q-03219,REP-05,Silver,4,0.0,0.0,4.0,0.0,0.0,9.883591,0.0,1.0,2.471461,8.92,2.0,0.0,-1.341316,0.0,0
Q-03220,REP-04,Gold,2,0.0,0.0,2.0,0.0,0.0,12.034697,0.035608,2.0,6.544332,6.56,0.0,0.0,0.750336,0.9838,0
Q-03221,REP-07,Gold,2,5.988808,6.27,2.0,2.0,1.0,11.477309,1.0,2.0,17.895544,18.27,1.0,0.0,8.749501,6.3345,2
Q-03222,REP-07,Silver,1,0.0,0.0,1.0,0.0,0.0,11.289794,1.0,1.0,5.29,5.29,1.0,0.0,-3.856043,0.6967,0
Q-03223,REP-07,Silver,2,0.590462,3.33,2.0,2.0,1.0,11.899554,0.0,1.0,10.590462,13.33,1.0,0.0,1.444419,1.321,1
Q-03224,REP-08,Silver,3,0.28463,0.75,3.0,1.0,0.379507,10.87239,1.0,1.0,7.811822,10.75,0.0,0.0,-1.876575,1.0908,1
Q-03225,REP-04,Bronze,4,2.397622,9.18,4.0,2.0,0.291805,11.919064,0.708195,0.0,5.730959,14.18,0.0,0.0,-0.063037,3.6571,2
Q-03226,REP-02,Silver,2,0.0,0.0,2.0,0.0,0.0,8.938663,0.0,1.0,5.451575,9.53,0.0,0.0,-0.738405,0.0,0
Q-03227,REP-05,Silver,4,0.0,0.0,4.0,0.0,0.0,11.608926,0.125369,1.0,7.893747,9.33,2.0,0.0,4.08097,0.1662,0
Q-03228,REP-07,Bronze,2,3.073472,4.46,2.0,1.0,0.689119,10.96649,0.310881,0.0,7.650674,9.46,1.0,0.0,-1.495369,2.1349,1
Q-03229,REP-07,Silver,3,0.0,0.0,3.0,0.0,0.0,9.506809,0.178439,1.0,5.213532,7.96,1.0,0.0,-3.932511,0.0,0
Q-03230,REP-07,Bronze,2,6.045155,10.09,2.0,2.0,1.0,10.278528,1.0,0.0,11.045155,15.09,1.0,1.0,1.899112,7.1303,2
Q-03231,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,10.772708,0.075472,1.0,4.195472,4.2,0.0,0.0,-1.380375,0.219,0
Q-03232,REP-06,Gold,3,0.562963,1.9,3.0,1.0,0.296296,10.385945,0.694444,2.0,6.98713,16.9,2.0,1.0,0.865668,0.5074,0
Q-03233,REP-03,Bronze,2,8.533871,12.21,2.0,1.0,0.698925,10.929547,0.0,0.0,12.814301,17.21,2.0,1.0,8.535465,5.2423,2
Q-03234,REP-05,Silver,5,0.001529,0.22,5.0,1.0,0.00695,11.771444,0.150579,1.0,6.391174,10.22,2.0,1.0,2.578396,0.8168,1
Q-03235,REP-01,Gold,4,0.0,0.0,4.0,0.0,0.0,12.001143,0.68737,2.0,6.420136,7.18,0.0,0.0,0.844289,1.2959,1
Q-03236,REP-05,Silver,4,0.0,0.0,4.0,0.0,0.0,11.99616,0.046259,1.0,3.08385,4.77,2.0,1.0,-0.728928,1.0065,0
Q-03237,REP-06,Gold,3,0.0,0.0,3.0,0.0,0.0,10.21596,0.724346,2.0,6.566654,9.22,2.0,0.0,0.445193,0.0,0
Q-03238,REP-02,Silver,2,1.96978,7.17,2.0,1.0,0.274725,10.214679,0.274725,1.0,11.346044,17.17,0.0,1.0,5.156064,3.0519,2
Q-03239,REP-04,Silver,2,0.0,0.0,2.0,0.0,0.0,9.814711,0.081967,1.0,1.164754,3.57,0.0,0.0,-4.629242,0.0,0
Q-03240,REP-05,Bronze,4,0.0,0.0,4.0,0.0,0.0,10.247999,0.669619,0.0,1.615208,3.29,2.0,0.0,-2.19757,0.0035,0
Q-03241,REP-07,Silver,4,0.816012,1.42,4.0,1.0,0.574656,12.223917,0.425344,1.0,10.652053,11.42,1.0,1.0,1.50601,2.3595,2
Q-03242,REP-08,Bronze,1,0.0,0.0,1.0,0.0,0.0,8.188967,1.0,0.0,4.06,4.06,0.0,0.0,-5.628396,0.58,0
Q-03243,REP-02,Silver,3,0.0,0.0,3.0,0.0,0.0,10.7627,0.508205,1.0,4.311138,6.91,0.0,0.0,-1.878842,0.4531,0
Q-03244,REP-03,Gold,2,0.0,0.0,2.0,0.0,0.0,10.653157,0.0,2.0,14.844814,14.87,2.0,0.0,10.565978,0.0,0
Q-03245,REP-03,Silver,3,0.0,0.0,3.0,0.0,0.0,11.156265,0.571429,1.0,5.735714,9.89,2.0,0.0,1.456878,0.0776,0
Q-03246,REP-02,Bronze,3,0.0,0.0,3.0,0.0,0.0,10.376642,0.308411,0.0,2.951776,3.51,0.0,1.0,-3.238204,0.8871,0
Q-03247,REP-03,Gold,2,0.0,0.0,2.0,0.0,0.0,11.222587,0.0,2.0,3.313583,4.1,2.0,1.0,-0.965253,0.0333,0
Q-03248,REP-06,Bronze,6,0.182813,1.41,6.0,2.0,0.193015,11.597276,0.900735,0.0,3.439706,6.41,2.0,0.0,-2.681756,1.1107,0
Q-03249,REP-07,Silver,4,0.0,0.0,4.0,0.0,0.0,10.102379,0.971311,1.0,9.204713,9.96,1.0,0.0,0.05867,0.2176,0
Q-03250,REP-02,Silver,1,0.0,0.0,1.0,0.0,0.0,6.111467,0.0,1.0,8.5,8.5,0.0,0.0,2.31002,0.0,0
Q-03251,REP-05,Bronze,3,0.0,0.0,3.0,0.0,0.0,11.277469,0.531511,0.0,1.378071,1.64,2.0,0.0,-2.434706,0.3508,0
Q-03252,REP-06,Gold,4,0.0,0.0,4.0,0.0,0.0,11.000198,0.63455,2.0,4.699038,7.05,2.0,0.0,-1.422423,0.0,0
Q-03253,REP-05,Gold,4,2.856511,6.15,4.0,1.0,0.464473,11.412287,0.484379,2.0,13.523453,16.15,2.0,1.0,9.710675,3.5059,2
